userName,score,at,content
Gilang Byntara,5,7/25/2024 12:02,bagus dan informasi sangat menjelaskan posisi sesuai akurasinya
Bambang Erawan,5,7/25/2024 11:40,Tolong akurasinya ditingkatkan dan kecepatan loading. Thanks
Gian Pramana,1,7/25/2024 8:21,"Kacau yang sekarang ini, menjadi lambat dan kalau sudah dekat Auto zoom, Aplikasi sudah Tua tapi belum Tuntas Sampah banget."
Supri Adi,5,7/25/2024 5:28,"Gimana ini goggle maps sekarang kalau kita jalan nggak ngikut padahal saya jalan tapi maps nya masih mantap dan tetap di mana saya berada sebelumnya,. Tolong di perbaiki lagi ini versi baru nya"
Muhd_irfan Wrd14,2,7/24/2024 21:47,Navigasi nya kacau banget titik biru nya hanya diam di tempat dan sering pindah sendiri jadi susah menemukan lokasinya semenjak update maps jadi tidak berfungsi sama sekali walaupun sudah di kalibrasi tetap saja diam di tempat titik biru saya jadi susah menggunakannya mohon di perbaiki lagi lah apa hp di ram 2gb sudah tidak bisa menggunakan maps lagi
Arif Sumar,2,7/24/2024 21:18,"Maps suka binggung sering muter2 menunjukan arah tujuan, suka di tujukan jalan yg sempit dan juga buntu"
Cover Bodymobil,1,7/24/2024 20:33,"Tambah di update tambah kacau, udah jelas ada jalur terpendek di puter2 ke jalur gk jelas, untung aja ngerti wilayah, klo gak muter2 gk karuan"
Sukron MD,5,7/24/2024 19:26,Titik kordinat lokasi tidak akurat.jarak titik lokasi saya dgn di peta satelit kurang lebih 1.05 km..
Ana Luci,2,7/24/2024 18:23,"Maaf kasih bintang 2, soalnya memang kurang rekomen. karena cek linimasa di android go tidak berfungsi."
Sep Rohmat,5,7/24/2024 17:48,"sangat membantu, semoga kedepannya lebih akurat lg terutama klu masuk gang2 kecil perkampungan."
Ali .S,5,7/24/2024 16:09,"Sangat membantu sekali dalam menelusuri tempat yg menarik hati,, cuma mohon untuk lebih ditingkat lagi akurasi tempat tersebut maz bro, trim."
Rezer Abdullah,1,7/24/2024 15:07,"Ini knp saat menggunakan navigasi, selalu ketinggalan, navigasi nya jauh dari posisi saat itu, perbaiki navigasi segera"
Hakun,1,7/24/2024 14:54,Google saya sudah melaporkan lewat akun profil saya pada kolom saran dan kritik. Tapi anehnya tidak bisa mengirim hasil screenshot untuk menunjukan bug atau nama perangkat yang berhasil tertanam di PlayStore karena malware tersebut berhasil merubah setinngannya.?
Rahmat setiadi,4,7/24/2024 13:49,Baik dan bagus TPI terkadang terkendala lokasi yg ta akurat di saat butuh perjalanan .tujuan .semoga ada perbaikan .
BOCAH ENGKREZ,2,7/24/2024 13:47,Ada jalan bagus di kasih jalan jelek. Ada jalan deket (bagus). malah di kasih jalan jauh (jelek) Entah lah... Moga bisa di benerin lagi. Biyar gak muter2
Cyclone X816,1,7/24/2024 13:31,Kalau menunjukkan arahnya yang bener kenapa. Masa iya saya harus melewati semak belukar untuk rute berikutnya kan parah bener ini google maps ðŸ—¿
Irfan Irfan,1,7/24/2024 6:11,Aplikasi update tetus tapi ngaco.bkn makin deket tpi makin jauh.map motor berubah terus jadi maps mobil.!!
Rohman Omen,5,7/23/2024 23:31,"Sangat membantu dan akurat sekali,,, Semoga selau di perbaikan aplikasinya maps klau ada kekurangannya,,,"
Ahmad Denhas0608,5,7/23/2024 23:19,Semoga navigasi jangan suka error tau kan kesel gimana ketika kgk tau daerah+jalan raya rame trus navigasi kgk gerak itu sangat baik di sebut dgn Sebutan ðŸ¶ðŸ·
Jodi Putra Sahira,5,7/23/2024 15:20,google maps bagus mempermudah untuk menentukan tempat pertama kali yg di tuju
Evan Putra,1,7/23/2024 13:58,"Tidak berjalan mulus, banyak kendala seperti lemot dan titik lokasi tidak berjalan"
Warman Budi. W,3,7/23/2024 12:45,Knpa sih stelah d perbarui jd eror trs..malah ksh jalan nyasar lbh jauh..tolong dong perbaikin lg..sdh pas waktunya belok gps eror jdnya nyasar putar jauh
Y. Ismail,3,7/23/2024 11:42,"Hi admin. Mengapa sdh di berikan bendera merah pada tempat yg di tuju, setlh buat ada tambahan jln kaki. Dan seharusnya bila google maps di hapus tidak keluar lagi pd apk tsb , shg jdi tdk terkecok dlm membuat yg baru alamat."
August Rydone,1,7/23/2024 10:45,"Maps.... Kenapa ya...? Sudah 2 hari ini kok error..? Mencari rute terbaik, loading lama. Internet bagus. Setelah di tunggupun munculnya terjadi erorr dan coba lagi ! Kenapa ? Padahal saya perlu banget... Mohon dapat di periksa.. Terima kasih ."
E Nor,1,7/23/2024 9:45,"Setelah di update linimasa gk bisa di akses dengan alasan hp yg digunakan versi android go, percuma puna maps tp gk bsa akses linimasa tolong perbaiki lg sistem ny agar linimasa bisa di akses segala jenis hp biar yg punya hp kentang bsa pakai fitur linimasa juga"
Muhtar Stefanus Barus,1,7/23/2024 9:37,Sangat jelek di banding kan dengan yg awal dan sinyal lambat klu bisa di kembalikan seperti semula..tq
rendiarachim,1,7/23/2024 7:17,Tolong di cek saya sudah updated berapa kali tapi selalu error' navigasi map sering ilang panah tidak bergerak semestinya saya sangat butuh dan sering memakai maps tapi susah
Yanuar Teddy,5,7/23/2024 7:06,"Tolong dibantu map sy sering dak jalan, sy menjalankan gojek maxim, msp sering stop dak jalan , tolong d perbaiki map sy"
Bejo Santoso,4,7/23/2024 6:12,Kenapa map sekarang kurang akurat sering selah dan tidak tepat pada lokasi tujuan sampai titik yang tepat
Muhammad Helmi,4,7/23/2024 4:41,Kenapa arah yang ditunjukkan Google Maps arahnya terbalik. Saya sudah instal ulang masih seperti itu ?
Bang nest,4,7/23/2024 0:59,"Maaf untuk daerah karawang coba perbarui dong mapsnya, soalnya ada jalan bisa masuk tapi di google maps keliatan ga bisa padahal bisa jalan, terus kadang juga masuk ke gang juga bgtu bisa masuk tapi sebenarnya ga bisa buntu jalannya"
Ivano Axel,5,7/22/2024 20:37,"Kosannya keren, bangunan baru minimalis fasilitas lengkap, harga terjangkau lokasi strategis, yg punya nya orangnya baik bgt.. Bestiiku"
Hendy Nurzaeny,1,7/22/2024 19:57,"Lemot , sering d updet bkan tmbah bagus tapi malah ngaco. Tolong d perbaiki"
andreas kwik,5,7/22/2024 17:30,"awesome... makin lengkap , lokasi dan jalan terbaru pun sudah terupdated terimakasih developer aplikasi ini selalu update dan makin disempurnakan , 1 lagi mungkinkah ditambahkan mode penelusuran atau pencarian dengan google foto untuk mencari akurasi lokasi yang sudah pernah di upload oleh google guide lain nya , terimakasih"
Hadi Hrmwn,1,7/22/2024 15:06,"Aduh google maps nya error terus nih, mohon di perbaiki lah"
AGUS YUDIANTO,5,7/22/2024 12:45,Maps diaplikasi grabdriver bagus sekali dan akurat.
Sandi Ar rahim,1,7/22/2024 12:14,Google maps nya ngaco suka sinyal GPS hilang terus padahal sinyal bagus udah di coba pengaturannya eh tetep sinyal GPS hilang haduh kacau tolong perbaiki
Nuralim Smpt,5,7/22/2024 11:21,"""Yaa meskipun petanya kurang begitu akurat, tetapi bs membantu sedikit dlm mencari sebuah Lokasi, Alamat, atau jalan di berbagai segala arah, tapi lumayan bagus sih. Semoga update kali ini & utk ke depannya bs menjadi lbh baik lagi. AmiinðŸ™ðŸ» trims utk adminnya.ðŸ™ðŸ»"
Exgo Hernawan,1,7/22/2024 9:46,"Tolong lah map, jangan lewatin yang tidak masuk akal jalan pres mobil. tanya warga sekitar tidak ada mobil pernah lewat"
Budi Setiawan,5,7/22/2024 6:25,"Google map mantap bisa membantu menemukan jalan dengan gampang dan pitur nya juga gak ribet sekali klik langsung jadi,sukses terus pokonya"
Danang Ganteng,5,7/22/2024 2:31,"ngebantu banget asli,kemaren aku jadi bisa ke cafe tepat waktu gara-gara apk google maps ini, pokoknya bagus banget ini aplikasi,makasih yaaa ðŸ¤ðŸ¤"
Rahmat Hidayatullah,3,7/21/2024 21:52,Nih ya untuk developer harus nya ada pilihan untuk mobil besar seperti truk tronton tlailer dan truk biasa jangan hanya untuk mobil pribadi kadang sy sebagai driver truk pake di buat muter2 sama map ini sering di arah kan ke gang2 kecil padahal sy bawa truk besar kadang2 bawaan nya pengen banting hp nya klo di puter2 sama map ini mohon di perbaiki dan di pikirkan mksh
Ula Putra Jaya,3,7/21/2024 20:55,Tolong dong di bikin Maps khusus Jalur Truck yang di perbolehkan di Jalan Raya perkotaan biar tidak salah Jalur Larangan.
Ravindra Mobile,1,7/21/2024 11:12,"Aplikasi lama2 kaya ampas,di pake mandek gak jalan,jalur tiba2 ilang,gps gak konek,parah!!!"
amelia hardata,1,7/21/2024 9:15,kasih bintang 1 aja. semakin lama google untuk android tidak stabil. titik map/gps selalu berubah ubah atau berpindah posisi. selalu lari kesana kemari tidak menempati titik sesuai dimana hp di letakkan. makin hari makin nggak jelas. di komplen tapi tidak ada pembenahan. merusal gps hp doang google map
Ary Andipramuja,5,7/21/2024 8:20,Kurang akurat saat aku perbarui...  Tadi saja masuk ke jurang di tretes sedalam 50 M saat mau ke blitar...  Tanggung jawab dong.... Gimana nih... Kalo buat pembaruan itu yang akurat dong jangan meleset... I not like maps version new... Bikin kesal aja..  Tanggung jawab loh.. Mana saya ampe masuk jurang.... Klo ga pakai kartu bpjs mungkin aku udah mati...  Dasar app pekok
Candu Sunyi,1,7/21/2024 7:32,"Banyak bug, liminasi terkadang tidak ada, mode / jalur untuk sepeda motor juga tidak ada, menyusahkan dan bikin tidak aman, merugikan banyak orang"
Firliamaita Sari,3,7/21/2024 6:36,"Bagus sih ini aplikasi nya tapi terkadang dibuat muterÂ² juga kalo yang gak tau sama sekali alamat nya. Jadi sekiranya untuk jln jarak jauh,gak disaranin langsung pake apk ini karrna bukannya mudah malah makin muterÂ² diabuatnyaðŸ¤¦"
Jhon Padli,5,7/21/2024 1:04,"Sangat amat membantu dalam perjalan saya, terimakasih, gmaps."
BPKPJAYA Love,1,7/21/2024 0:34,Titik koordinat tidak akurat serta untuk pemetaan jalur transportasi umum jabodetabek sudah gak relevan lagi dan fitur Google maps gak ada fitur gerakan baru
Moh Busri,5,7/20/2024 21:20,"Petunjuk dalam segala arah,dengan adanya aplikasi ini mudah untuk mencari lokasi kemana yg kita tuju......"
Surono,1,7/20/2024 19:23,"Google maps banyak error ,ngacau tolong dibetulin ,banyak orang nyasar ,gara gara google maps tidak akurat"
Asti Pravitasari,5,7/20/2024 19:04,"Dua kali ke Gondangrejo dituntun Google Maps. Yang pertama hampir nggak sampai. Tapi yang kedua kali, puji Tuhan sampai di tujuan dengan selamat. Terima kasih Google Maps. ðŸ™ðŸ˜Š"
Chindy Lusfania Anggraini Putri (Chindy),5,7/20/2024 18:43,"Baguss sihhh aplikasinya...bisa membuat kita tau jalann,bisa bagi lokasi dan membuat kemudahan untuk menemukan lokasiii...makasihh yaa buat yang bikin aplikasinya ðŸ«¶"
Jul Haidir,1,7/20/2024 16:27,"sialan makin di update makin eror ðŸ‘Žngetik lokasi yg muncul malah pratinjau kalau diulang ngetik alamat yg dicari kok malah dikasih alamat luar area dan kota,,, masa sih google maps gak tau lokasi penggunanya"
Oke Ok bos,5,7/20/2024 13:51,Sangat mantab 3D nya dan bisa lihat dua peta dan vidio kemana kita menghadapðŸ‘ðŸ‘ðŸ˜ŠðŸ‘ðŸ˜ŠðŸ‘ðŸ‘ðŸ˜Šharapan saya smoga maps ini bisa bersatu dengan perangkat lacak lokasi nomer whatsap dan nomer biasa ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™kepada badan pemrogram kenapa map tidak bisa lihat bulatnya bumi seperti apk earth google ðŸ™‚ðŸ™‚ðŸ™‚itu penting juga agar tahu semua orang bahwa bumi jagat raya ini bulat ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”yang pasti map adalah gambaran sebagian bumi yang nyata kita tinggaliðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘
wahyudi setiyawan,5,7/20/2024 13:34,Sangat membantu tapi mohon di abdet untuk jalan jalan baru daerah pedalaman atau kalau tidak beri pengguna untuk menambahkan foto lokasi baru
Rahmat Hidayat,3,7/20/2024 11:59,"Saran saya tambah jalur untuk truck / kendaraan besar lainnya.. jalur map kereta dihapus karena kita ga mungkin punya kereta pribadi, kalaupun ada kan udh ada relnya jd ga mungkin nyasar.. Terimakasih"
Forimas Fanggidae,5,7/20/2024 6:03,Sangat membantu dalam perjalanan karena dapat menampilkan rute terdekat dalam perjalanan ke suatu tempat..
Bang Iwan,5,7/19/2024 8:23,"Sangat membantu para driver ojol dan Kurir expedisi,semoga ditingkatkan lagi untuk menemukan Rumah mantan yg telah lama hilang ðŸ¥±ðŸ˜­"
Henri Agusfarli,2,7/19/2024 7:39,"Utk kawasan gage di jakarta/weekend di kota wisata sperti puncak, saat menentukan arah tujuan tlg ditambahkan warna baru (mgkn warna putih bold/hitam bold sbg border/list sisi kanan kiri sbg pendamping waran line trip utama yg akan dituju (biru saat lancar, orange saat merayap, merah saat macet), mulai msk kawasan s/d akhir kawasan gage agar pengguna tau dgn detail kawasan gage & alternatif rute tetap di tampilkan"
Aji Kurniawan,1,7/18/2024 20:58,kompas selalu akurasi rendah dan di kalibrasi sulit
Diyu Jaseng,1,7/18/2024 20:33,"Makin lama kok maps nya lemot , padahal paketan masih banyak , tolong dong pihak google nya dan jalur- jalur nya kurang jelas"
Junus Setiawan,1,7/18/2024 15:42,"gps tidak pernah tinggi, selalu rendah..udah hapus data kembali lagi renfah.."
CICI HAIRIA,1,7/18/2024 13:55,"Ribet sekarang gmaps ny setelah ada update,cek linimasa aja harus di download dl,stlh di download tp g keluar jg linimasa ny...makin lama makin bapukkkk"
RONAL OKTAVIADI,5,7/18/2024 12:48,"Sangat membantu dan sangat bagus ,,tapi titik gpsnya sering loncat loncat... Perbaikin lagi ya maps ku sayang"
abdi damara,5,7/18/2024 10:36,Sangat memudahkan pekerjaanku dl waktu blm ada android selalu bikin peta sendiri sekarang semua pakai maps....sangat memudahkan pekerjaan saya
Khabir 55,1,7/17/2024 18:53,kenapa ini apk bisa berubah2 sistemnya 1 akses untuk pakai kendaraan motor di arahkan ke jln tol atau jln buntu 2 sepikernya kenapa tidak berbunyi saat di gunakan padahal sudah di sesuaikan pengaturanya.
nurelah rijal,5,7/17/2024 15:09,"Aplikasi yang membantu kamu dalam mencari alamat dan mengetahui rute atau jatak tempuh menunu suatu tempat, membantu sekali dalam mencari tempat menginap dan kuliner disekitar."
Jati Wongso SG Channel,2,7/17/2024 11:56,"Maps tidak mau jalan, akurasi rendah, bahkan sulit di gunakan, saat di gunakan tidak bisa berjalan lancar"
Adhi Purnomo,5,7/17/2024 8:32,"Aplikasi Bagus membantu perjalanan kemana saja, waktu estimasi tepat waktu. GOOGLE MAPS sangat Recomended"
metal gearr,3,7/17/2024 4:05,"Perlu perbaikan map lagi, karena masih banyak map yang daerahnya blur ga keliatan"
Syakila Pratama,1,7/17/2024 0:08,"Jelek, sekarang linimasa tidak bisa dipakai untuk 2 hp 1 akun..kacau padahal itu sangat membantu untuk melihat posisi anak atau keluarga pada saat sekolah atau sedang diluar rumah, tolong kembalikan lagi versi linimasa yang dulu demi keamanan bersama"
DnRz Creator,3,7/16/2024 21:22,"Aplikasinya sangat membantu, dan saya harap kedepannya gambar zoomnya lebih detail lagi, dan terkhusus setiap ada pin atau patokan tertentu, tak terkecuali juga dengan pulau pulau kecil yang ada di nusantara indonesia.. ðŸ™ðŸ™"
Waluyo Sejati,5,7/16/2024 18:53,"Aplikasi yang sangat berguna bagi aku , karena aplikasi ini aku jadi sering oergi kemana mana gunain GMAPS mungkin jika tidak ad aplikasi ini saya tidak akan tahu daerah yg mungkin belum saya tuju , pokonya aplikasinya bestttðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»"
Ali Crafting,3,7/16/2024 17:35,Google maps error. Navigasi tidak menunjukkan arah yang sesuai. Dan lokasi tidak berjalan realtime.
Neli Neli,5,7/16/2024 14:52,Aplikasi yang bagus...... Memudahkan dalam mencari jalan...... Bisa memberikan alamat ke temen...... Memberikan alamat ke kantor polisi..... Puas menggunakan maps... Pelayanan cepat dan ramah banget.
Bahren Plur,5,7/16/2024 14:05,Aplikasi ini sangat membantu perjalanan saya ke mana pun tujuanya. Sangat akurat secara fitur juga tidak bikin bingung lengkap dan mudah di pahami Terimakasih google maps
evan bule gemoy,5,7/16/2024 11:59,"Tolong perbarui/di update maps di wilayah perumahan graha asri residence 3,wagir2 ,bengle Majalaya Karawang.. Banyak yg blm tercantum di peta Google maps .. terimakasih"
Hasem Afandi,1,7/16/2024 10:22,tolong dong di perbaiki seperti semula aja. kalau kayak gini kita gak bisa cek linimasa buat 2hp yang berbeda. kita butuh cek linimasa setiap saat untuk pasangan.
Fitri Nur aeny,1,7/15/2024 21:51,"Selamat malam min, sebelum nya saya mau cerita saya hidup di karang jengkol RT 03/03. Kecamatan Wangon. Kabupaten banyumas. Jawa Tengah. Kebetulan tetangga saya kemarin daftar SMA masih satu kecamatan dan jarak nya pun dekat. Namun pada google maps tempat saya bukan lagi wilayah Wangon/karang jengkol tapi jadi jamu/ karang reja. ini bener bener merugikan orang-orang di sekitar kami yang harusnya masuk sistem zona menjadi tidak masuk dalam zona. Harap diperbaharui utk wilayah saya min, trims"
Irwan Arahman,3,7/15/2024 20:34,Sejauh ini bagus...saya usul kan untuk fitur pemilihan jalan menggunakan jalan tol atau tidak sebaiknya ditaruh di layar depan seperti posisi kompas ...jadi lebih cepat dapat info kondisi jalan nya....
Budi Mahmud,5,7/15/2024 9:48,Mantap puas Tapi untuk jalan gang nya di perbaiki lagi ya Terimakasih
Irwanto Irwanto,5,7/15/2024 0:10,"Sekarang maps lemot, ragara HP hilang. minta solusinya dong. Soalnya sudan lihat youtube tetap gak biaa. Maps dengan kecepatan laju mobil saya suka telat maps nya."
Engkos Engkos,1,7/14/2024 23:12,Maps ngajak ribut tidak sesuai dengan ekspetasi ..bener bener di luar nulur katanya perjalanan ny cuma 6 menit tau ny 5 kali lipat jadi 30 menit ðŸ˜ˆðŸ‘¿ðŸ˜¤ðŸ˜ ðŸ˜¡ðŸ¤¬
Daryono Setyadi,4,7/14/2024 20:20,"Tingkatkan kwalitas dan pembaruan lokasi yang lebih akurat, terimakasih sukses selalu google maps"
Anto Speedy,1,7/14/2024 18:58,"Gmaps vers 11.136.0101 kacau.!! Linimasa gak seperti versi yg lama, sulit di-update, sering error dan tidak menunjukan jarak yang sudah ditempuh (dlm kilometer). Begitupun tempatÂ² yang sudah dikunjungi, tidak terekam dalam linimasa. Tampilan pun membingungkan dan sangat lambat. Haadeuuh... ðŸ¤¦"
Rusdiansyah 99,2,7/14/2024 18:25,"Parah maps kadang jalan kadang gak , sedangkan buat Ojek Online maps itu sangat penting dan tingkat akurasinya rendah, sekarang kebanyakan titiknya abu terus"
Ajie Purnomo,3,7/14/2024 14:43,Tiap hari update tapi masih saja lemot dan akurasinya rendah. Padahal setelan sudah optimal
Heni Rusnita,5,7/14/2024 6:25,Sangat membantu tapi kalau ada pagar tembok membingungkan. Karena maps tetap memberitahu ada jalan tapi tidak bisa di lewati
M Alfa Septiawan (Boby),1,7/14/2024 0:16,"Sering Melenceng, . . . Juga Bug, TibaÂ² hilang, dan Arah tak menentu. Juga, . . . Dulu perasaan ada Fitur Jalur untuk kendaraan Sepeda, di lihat kan jalur Bersepedanya."
Tegar [T.R] (American),1,7/13/2024 21:33,"apa apaan ini? kenapa setiap kali / selalu masuk "" Goggle Mapsâ€ž itu sekitaran memakai aplikasi selama 30 menit lebih pasti selalu crash / ngefreze hp Redmi 10A milikku, entah ini hp yang kentang atau aplikasi nya yang sangat berat dan melebihi beratnya satu satunya game di hp aku (mlbb full size (data)), padahal ini aplikasi full size cuma 500 megabyte tapi dah kaya install genshin Impact rata kanan"
Hair cut Man,2,7/13/2024 21:25,"Setelah di update baru nya gak bisa di sembunyikan. Sangat mengganggu pandangan, bar atas bawah sangat mengganggu ,"
Salfaa az al,5,7/13/2024 20:04,Google maps ini sangat berguna untuk saya dan keluarga bepergian saat tidak mengetahui jalan dan sangat berguna untuk kita mencari lokasi yang kita tuju terimakasih ðŸ˜ðŸ˜
andre a,1,7/13/2024 16:20,"Walau aplikasi sudah update, tetap sinyal sering hilang sewaktu dalam perjalanan, dulu tidak seperti ini, gps masih jalan walau tidak ada koneksi internet"
3D Official,2,7/13/2024 7:21,"Kenapa sih maps aplikasi udah lama kok suka dikasih rute muter2,,, padahal ada jalan yg lebih cepat hemat waktu, selisih bisa 10 menit, kenapa harus di puter2.. Terus kalo diperkotaan jakarta, antar flyover naik enggak nya kadang tanpa ada tanda naik tidaknya.."
Julius Caesar,1,7/12/2024 19:49,"Kembali ke sistem gps dan bukan fused network, karena sangat berpengaruh kepada akurasi. Dan membutuhkan aplikasi gps tambahan agar titik biru tidak lompat, berpindah dan tidak di posisi semestinya walaupun baterai sudah tidak ada pembatasan dan semua perizinan sudah diizinkan semua.."
Leo Saputra,5,7/12/2024 19:29,"Permisi. Mau nanya, kok "" telusuri di sini "" dan saran2: restoran, SPBU, tempat wisata dan lain lain nya sudah enggak bisa lagi di sembunyikan ya, jadinya enggak bisa tampilan bersih lagi. Tolong dong kembalikan yang kayak kemarin, tulisan telusuri dan sarannya bisa disembunyikan, jadi pengguna lebih leluasa eksplorasi tanpa terganggu tulisan saran, telusuri dan bar menu bawah. Terimakasih"
Alle Mambourismo,1,7/12/2024 14:13,Tolong diperbaiki sinyal dan keakurasian. Dan tidak responsif dalam pengoperasian maps nya
Muhammad Ilham,5,7/12/2024 6:53,"Google maps setelah di update makin berkembang dan keren , aplikasi ini sangat mudah untuk digunakan dan penentuan mapsnya juga selalu tepat ketika mentelesuri lokasi yang ingin dituju."
Dumbass Creepy,3,7/12/2024 5:55,"Tolong munculkan kembali gambar dan lokasi terkini ( real time ) busway Transjakarta dan Mikrotrans. Itu sangat membantu, tapi sekarang hilang. Tolong munculkan kembali"
Cintia Mahasari,1,7/11/2024 23:34,"Perlu adanya tambahan pilihan rute berdasarkan tercepat waktu, tercepat jarak, dan rute terlandai. Tambahkan juga jalan khusus kendaraan berat atau roda lebih dari 4."
Dika Hengker,4,7/11/2024 20:02,"google maps sangat mantap tapi sayangnya saya sudah menambahkan tempat untuk toko saya tapi di akun lain tidak bisa terlihat, hanya bisa di lihat jika mencari dulu di pencarian tolong dong untuk di perbaiki agar lebih baik lagi"
Milladia Sekar,2,7/11/2024 13:15,"Jelek parah sistemnya setelah di update .. gak bisa gunain linimasa buat liat orang pergi kemana2 dengan tujuan yg berbeda , dengan lamanya waktu perjalanan berapa lama, lamanya di tempat yg dikunjungi berapa lama itu gak bisa di lihat setelah di update !!! MIRIS BANGET"
Milaasaidahh,5,7/11/2024 11:14,saya merasa terbantu dengan adanya google maps walupun Saya agak buta maps sedikit tapi dengan adanya google maps mempermudah berpergian mengunakan motor / mobil
Rio Adhitya Cesart,1,7/11/2024 11:10,"Selama ini linimasa saya selalu ada, sehingga memudahkan ketika mengecek tanggal sekian saya kemana. Tapi setelah update yang sekarang , kenapa Linimasa saya hilang semua ? Saya lihat ulasan yg lain juga banyak yg protes terkait Linimasa setelah perbaharui"
Ramlan Lan,5,7/11/2024 8:00,cepat respon .. Terimakasih google maps paling bagus paling keren profesional deh .. KELUHAN LANGSUNG DIATASI DENGAN CEPAT
Syaifullah Irvansyah,5,7/10/2024 23:08,Sangat membantu dan bermanfaat … ketika berada dimana pun Kita ingin pergi … meski tidak tahu jalan … tapi dengan adanya google maps … semua menjadi mudah berpergian...ðŸ‘ðŸ‘
sang pengembara,1,7/10/2024 17:50,"Titik biru selalu berpindah2 , akurasinya buruk , tolong di perbaiki lagi , sangat mempersulit kami pengendara ojol , karna akurasi titik itu sangat di perlukan"
Putu Hendra,3,7/10/2024 15:57,3 bintang hanya bagus untuk mencari rute perjalanan .. lagi 2 bintang saya matikan karena kemacetan tidak terbaca .. cek maps masih hijau.. tapi sampai lokasi macet parah.. Anjing ..
Abdulah B_doel,5,7/10/2024 15:42,"Aplikasi yang 100 % bagus dan sangat membantu, Tapi tolong di benarin lagi buat pengendara motor, masa sih harus lawan arah .....ðŸ¥º Walaupun sudah update dan di hapus data tetap aja begitu..."
Febriana Wahyuningsih,5,7/10/2024 14:35,"Google maps terutama sangat membantu untuk siapa pun yang belum begitu tahu jalan atau rute menuju ke tempat tujuan yang ingin didatangi. Terus lebih ditingkatkan lagi pelayanan nya bagi masyarakat supaya penunjuk rute tetap akurat tidak melewati jalan yang "" berbahaya "". Terimakasih sekali Google maps..."
Krisna Putra Pratama,4,7/10/2024 11:47,"Koneksi sudah stabil tapi kadang kurang akurat, masih ada saja kekurangannya."
Fredi Sugara,1,7/10/2024 6:48,"Kenapa linimasa saya hilang padahal histori lokasi aktif ? sUdah beberapa kali saya coba buat uninstall , paksa berhenti, hapus data tetap saja tidak bisa lihat linimasa"
Muhammad Hizrian Fajar,5,7/9/2024 16:50,"Sangat memuaskan mungkin hp saya perlu diganti yg baru , namun saat ini saya sangat puas dan bahagia bisa masuk ke geogle maps ini terimakasih."
Initial A,1,7/9/2024 15:56,"Setelah update yang lalu jadi malas update lagi , yang terakhir update tambah error , belum waktu nya sampai tahu tahu di bilang sudah sampai, apa lagi sebelum mulai jalan nya selalu terbalik, mau di update lagi takut nya tambah parah aja, kalau begini terus pindah ke maze aja"
Akhmad jati Nugroho,2,7/9/2024 15:45,Mulai menyebalkan Gak bisa bedakan jalur ganjil genap padahal sudah di atur Jalanan macet parah cuma kelihatan garis kuning sedikit.....
Agus Dadoel,1,7/9/2024 14:11,"Halo pihak Google maps, kenapa ulasan atau review saya pada suatu tempat atau lokasi tidak muncul ke publik pada aplikasi google maps. Mohon diperbaiki permasalahan tersebut, terimakasih"
Agung Alanza,5,7/9/2024 12:44,"google maps sangat bagus dan membantu saya untuk mencari lokasi , gambar juga cukup jelas dan mantap, pokoknya terbaik lah"
Toya,1,7/9/2024 11:55,"Terlalu lama update kalau buat jalan jalan di perkampungan , jadi sulit untuk di jadikan sebagai acuan, update yang bisa dilihat SELISIH TAHUNNYA BISA SAMPAI 5 TAHUN"
Anggara Yudha Perwira,1,7/9/2024 11:07,"update yang sekarang navigasi tidak jalan , titik biru berhenti dilokasi awal. jadi susah kalo mau cari jalan alternatif. tolong diperbaiki masa sekelas google navigasi tidak bisa dipakai . Aneh"
Aang Saifuddin,1,7/9/2024 9:32,"Setelah update versi terbaru pas lihat kondisi lalu lintas nya tidak akurat , saya cek di maps tidak macet alias berwarna hijau, tapi pas lewat malah macet parah padahal lalu lintas nya hijau, hasilnya kami kejebak macet!! Tolong di perbaiki segera"
Lintang Imania,1,7/8/2024 22:46,Sekarang gak seperti dulu linimasanya kalau dari perangkat lain enggak ketahuan jadi harus lihat di hp yang bersangkutan dulu saya bisa tahu posisi adik saya dimana atau kemana saja tanpa perlu buka hpnya cukup login aja. Sekarang gak ke deteksi .. tolong kembalikan seperti kemarin lagi ya tolong banget ini
Kamela Indira cipta,5,7/8/2024 15:36,"google maps sangat amat bagus dan penting untuk aplikasi gadget ini, dengan aplikasi ini bisa tahu banyak daerah atau jalanan yang sebelumnya belum diketahui. adanya aplikasi ini jadi lebih menguntungkan dan mempermudah jalan."
