userName,score,at,content
Rahmat setiadi,4,7/24/2024 13:49,baik dan bagus tpi terkadang terkendala lokasi yg ta akurat di saat butuh perjalanan tujuan semoga ada perbaikan
BOCAH ENGKREZ,2,7/24/2024 13:47,ada jalan bagus di kasih jalan jelek ada jalan deket bagus malah di kasih jalan jauh jelek entah lah moga bisa di benerin lagi biyar gak muter
Cyclone X816,1,7/24/2024 13:31,kalau menunjukkan arahnya yang bener kenapa masa iya saya harus melewati semak belukar untuk rute berikutnya kan parah bener ini google maps
Irfan Irfan,1,7/24/2024 6:11,aplikasi update tetus tapi ngacobkn makin deket tpi makin jauhmap motor berubah terus jadi maps mobil
Rohman Omen,5,7/23/2024 23:31,sangat membantu dan akurat sekali semoga selau di perbaikan aplikasinya maps klau ada kekurangannya
Ahmad Denhas0608,5,7/23/2024 23:19,semoga navigasi jangan suka error tau kan kesel gimana ketika kgk tau daerahjalan raya rame trus navigasi kgk gerak itu sangat baik di sebut dgn sebutan
Jodi Putra Sahira,5,7/23/2024 15:20,google maps bagus mempermudah untuk menentukan tempat pertama kali yg di tuju
Evan Putra,1,7/23/2024 13:58,tidak berjalan mulus banyak kendala seperti lemot dan titik lokasi tidak berjalan
Warman Budi. W,3,7/23/2024 12:45,knpa sih stelah d perbarui jd eror trsmalah ksh jalan nyasar lbh jauhtolong dong perbaikin lgsdh pas waktunya belok gps eror jdnya nyasar putar jauh
Y. Ismail,3,7/23/2024 11:42,hi admin mengapa sdh di berikan bendera merah pada tempat yg di tuju setlh buat ada tambahan jln kaki dan seharusnya bila google maps di hapus tidak keluar lagi pd apk tsb shg jdi tdk terkecok dlm membuat yg baru alamat
August Rydone,1,7/23/2024 10:45,maps kenapa ya sudah  hari ini kok error mencari rute terbaik loading lama internet bagus setelah di tunggupun munculnya terjadi erorr dan coba lagi kenapa padahal saya perlu banget mohon dapat di periksa terima kasih
E Nor,1,7/23/2024 9:45,setelah di update linimasa gk bisa di akses dengan alasan hp yg digunakan versi android go percuma puna maps tp gk bsa akses linimasa tolong perbaiki lg sistem ny agar linimasa bisa di akses segala jenis hp biar yg punya hp kentang bsa pakai fitur linimasa juga
Muhtar Stefanus Barus,1,7/23/2024 9:37,sangat jelek di banding kan dengan yg awal dan sinyal lambat klu bisa di kembalikan seperti semulatq
rendiarachim,1,7/23/2024 7:17,tolong di cek saya sudah updated berapa kali tapi selalu error navigasi map sering ilang panah tidak bergerak semestinya saya sangat butuh dan sering memakai maps tapi susah
Yanuar Teddy,5,7/23/2024 7:06,tolong dibantu map sy sering dak jalan sy menjalankan gojek maxim msp sering stop dak jalan tolong d perbaiki map sy
Bejo Santoso,4,7/23/2024 6:12,kenapa map sekarang kurang akurat sering selah dan tidak tepat pada lokasi tujuan sampai titik yang tepat
Muhammad Helmi,4,7/23/2024 4:41,kenapa arah yang ditunjukkan google maps arahnya terbalik saya sudah instal ulang masih seperti itu
Bang nest,4,7/23/2024 0:59,maaf untuk daerah karawang coba perbarui dong mapsnya soalnya ada jalan bisa masuk tapi di google maps keliatan ga bisa padahal bisa jalan terus kadang juga masuk ke gang juga bgtu bisa masuk tapi sebenarnya ga bisa buntu jalannya
Ivano Axel,5,7/22/2024 20:37,kosannya keren bangunan baru minimalis fasilitas lengkap harga terjangkau lokasi strategis yg punya nya orangnya baik bgt bestiiku
Hendy Nurzaeny,1,7/22/2024 19:57,lemot sering d updet bkan tmbah bagus tapi malah ngaco tolong d perbaiki
andreas kwik,5,7/22/2024 17:30,awesome makin lengkap lokasi dan jalan terbaru pun sudah terupdated terimakasih developer aplikasi ini selalu update dan makin disempurnakan  lagi mungkinkah ditambahkan mode penelusuran atau pencarian dengan google foto untuk mencari akurasi lokasi yang sudah pernah di upload oleh google guide lain nya terimakasih
Hadi Hrmwn,1,7/22/2024 15:06,aduh google maps nya error terus nih mohon di perbaiki lah
AGUS YUDIANTO,5,7/22/2024 12:45,maps diaplikasi grabdriver bagus sekali dan akurat
Sandi Ar rahim,1,7/22/2024 12:14,google maps nya ngaco suka sinyal gps hilang terus padahal sinyal bagus udah di coba pengaturannya eh tetep sinyal gps hilang haduh kacau tolong perbaiki
Nuralim Smpt,5,7/22/2024 11:21,yaa meskipun petanya kurang begitu akurat tetapi bs membantu sedikit dlm mencari sebuah lokasi alamat atau jalan di berbagai segala arah tapi lumayan bagus sih semoga update kali ini utk ke depannya bs menjadi lbh baik lagi amiin trims utk adminnya
Exgo Hernawan,1,7/22/2024 9:46,tolong lah map jangan lewatin yang tidak masuk akal jalan pres mobil tanya warga sekitar tidak ada mobil pernah lewat
Budi Setiawan,5,7/22/2024 6:25,google map mantap bisa membantu menemukan jalan dengan gampang dan pitur nya juga gak ribet sekali klik langsung jadisukses terus pokonya
Danang Ganteng,5,7/22/2024 2:31,ngebantu banget aslikemaren aku jadi bisa ke cafe tepat waktu garagara apk google maps ini pokoknya bagus banget ini aplikasimakasih yaaa
Rahmat Hidayatullah,3,7/21/2024 21:52,nih ya untuk developer harus nya ada pilihan untuk mobil besar seperti truk tronton tlailer dan truk biasa jangan hanya untuk mobil pribadi kadang sy sebagai driver truk pake di buat muter sama map ini sering di arah kan ke gang kecil padahal sy bawa truk besar kadang bawaan nya pengen banting hp nya klo di puter sama map ini mohon di perbaiki dan di pikirkan mksh
Ula Putra Jaya,3,7/21/2024 20:55,tolong dong di bikin maps khusus jalur truck yang di perbolehkan di jalan raya perkotaan biar tidak salah jalur larangan
Ravindra Mobile,1,7/21/2024 11:12,aplikasi lama kaya ampasdi pake mandek gak jalanjalur tiba ilanggps gak konekparah
amelia hardata,1,7/21/2024 9:15,kasih bintang  aja semakin lama google untuk android tidak stabil titik mapgps selalu berubah ubah atau berpindah posisi selalu lari kesana kemari tidak menempati titik sesuai dimana hp di letakkan makin hari makin nggak jelas di komplen tapi tidak ada pembenahan merusal gps hp doang google map
Ary Andipramuja,5,7/21/2024 8:20,kurang akurat saat aku perbarui tadi saja masuk ke jurang di tretes sedalam  m saat mau ke blitar tanggung jawab dong gimana nih kalo buat pembaruan itu yang akurat dong jangan meleset i not like maps version new bikin kesal aja tanggung jawab loh mana saya ampe masuk jurang klo ga pakai kartu bpjs mungkin aku udah mati dasar app pekok
Candu Sunyi,1,7/21/2024 7:32,banyak bug liminasi terkadang tidak ada mode jalur untuk sepeda motor juga tidak ada menyusahkan dan bikin tidak aman merugikan banyak orang
Firliamaita Sari,3,7/21/2024 6:36,bagus sih ini aplikasi nya tapi terkadang dibuat muter juga kalo yang gak tau sama sekali alamat nya jadi sekiranya untuk jln jarak jauhgak disaranin langsung pake apk ini karrna bukannya mudah malah makin muter diabuatnya
Jhon Padli,5,7/21/2024 1:04,sangat amat membantu dalam perjalan saya terimakasih gmaps
BPKPJAYA Love,1,7/21/2024 0:34,titik koordinat tidak akurat serta untuk pemetaan jalur transportasi umum jabodetabek sudah gak relevan lagi dan fitur google maps gak ada fitur gerakan baru
Moh Busri,5,7/20/2024 21:20,petunjuk dalam segala arahdengan adanya aplikasi ini mudah untuk mencari lokasi kemana yg kita tuju
Surono,1,7/20/2024 19:23,google maps banyak error ngacau tolong dibetulin banyak orang nyasar gara gara google maps tidak akurat
Asti Pravitasari,5,7/20/2024 19:04,dua kali ke gondangrejo dituntun google maps yang pertama hampir nggak sampai tapi yang kedua kali puji tuhan sampai di tujuan dengan selamat terima kasih google maps
Chindy Lusfania Anggraini Putri (Chindy),5,7/20/2024 18:43,baguss sihhh aplikasinyabisa membuat kita tau jalannbisa bagi lokasi dan membuat kemudahan untuk menemukan lokasiiimakasihh yaa buat yang bikin aplikasinya
Jul Haidir,1,7/20/2024 16:27,sialan makin di update makin eror ngetik lokasi yg muncul malah pratinjau kalau diulang ngetik alamat yg dicari kok malah dikasih alamat luar area dan kota masa sih google maps gak tau lokasi penggunanya
Oke Ok bos,5,7/20/2024 13:51,sangat mantab d nya dan bisa lihat dua peta dan vidio kemana kita menghadapharapan saya smoga maps ini bisa bersatu dengan perangkat lacak lokasi nomer whatsap dan nomer biasa kepada badan pemrogram kenapa map tidak bisa lihat bulatnya bumi seperti apk earth google itu penting juga agar tahu semua orang bahwa bumi jagat raya ini bulat yang pasti map adalah gambaran sebagian bumi yang nyata kita tinggali
wahyudi setiyawan,5,7/20/2024 13:34,sangat membantu tapi mohon di abdet untuk jalan jalan baru daerah pedalaman atau kalau tidak beri pengguna untuk menambahkan foto lokasi baru
Rahmat Hidayat,3,7/20/2024 11:59,saran saya tambah jalur untuk truck kendaraan besar lainnya jalur map kereta dihapus karena kita ga mungkin punya kereta pribadi kalaupun ada kan udh ada relnya jd ga mungkin nyasar terimakasih
Forimas Fanggidae,5,7/20/2024 6:03,sangat membantu dalam perjalanan karena dapat menampilkan rute terdekat dalam perjalanan ke suatu tempat
Bang Iwan,5,7/19/2024 8:23,sangat membantu para driver ojol dan kurir expedisisemoga ditingkatkan lagi untuk menemukan rumah mantan yg telah lama hilang
Henri Agusfarli,2,7/19/2024 7:39,utk kawasan gage di jakartaweekend di kota wisata sperti puncak saat menentukan arah tujuan tlg ditambahkan warna baru mgkn warna putih boldhitam bold sbg borderlist sisi kanan kiri sbg pendamping waran line trip utama yg akan dituju biru saat lancar orange saat merayap merah saat macet mulai msk kawasan sd akhir kawasan gage agar pengguna tau dgn detail kawasan gage alternatif rute tetap di tampilkan
Aji Kurniawan,1,7/18/2024 20:58,kompas selalu akurasi rendah dan di kalibrasi sulit
Diyu Jaseng,1,7/18/2024 20:33,makin lama kok maps nya lemot padahal paketan masih banyak tolong dong pihak google nya dan jalur jalur nya kurang jelas
Junus Setiawan,1,7/18/2024 15:42,gps tidak pernah tinggi selalu rendahudah hapus data kembali lagi renfah
CICI HAIRIA,1,7/18/2024 13:55,ribet sekarang gmaps ny setelah ada updatecek linimasa aja harus di download dlstlh di download tp g keluar jg linimasa nymakin lama makin bapukkkk
RONAL OKTAVIADI,5,7/18/2024 12:48,sangat membantu dan sangat bagus tapi titik gpsnya sering loncat loncat perbaikin lagi ya maps ku sayang
abdi damara,5,7/18/2024 10:36,sangat memudahkan pekerjaanku dl waktu blm ada android selalu bikin peta sendiri sekarang semua pakai mapssangat memudahkan pekerjaan saya
Khabir 55,1,7/17/2024 18:53,kenapa ini apk bisa berubah sistemnya  akses untuk pakai kendaraan motor di arahkan ke jln tol atau jln buntu  sepikernya kenapa tidak berbunyi saat di gunakan padahal sudah di sesuaikan pengaturanya
nurelah rijal,5,7/17/2024 15:09,aplikasi yang membantu kamu dalam mencari alamat dan mengetahui rute atau jatak tempuh menunu suatu tempat membantu sekali dalam mencari tempat menginap dan kuliner disekitar
Jati Wongso SG Channel,2,7/17/2024 11:56,maps tidak mau jalan akurasi rendah bahkan sulit di gunakan saat di gunakan tidak bisa berjalan lancar
Adhi Purnomo,5,7/17/2024 8:32,aplikasi bagus membantu perjalanan kemana saja waktu estimasi tepat waktu google maps sangat recomended
metal gearr,3,7/17/2024 4:05,perlu perbaikan map lagi karena masih banyak map yang daerahnya blur ga keliatan
Syakila Pratama,1,7/17/2024 0:08,jelek sekarang linimasa tidak bisa dipakai untuk  hp  akunkacau padahal itu sangat membantu untuk melihat posisi anak atau keluarga pada saat sekolah atau sedang diluar rumah tolong kembalikan lagi versi linimasa yang dulu demi keamanan bersama
DnRz Creator,3,7/16/2024 21:22,aplikasinya sangat membantu dan saya harap kedepannya gambar zoomnya lebih detail lagi dan terkhusus setiap ada pin atau patokan tertentu tak terkecuali juga dengan pulau pulau kecil yang ada di nusantara indonesia
Waluyo Sejati,5,7/16/2024 18:53,aplikasi yang sangat berguna bagi aku karena aplikasi ini aku jadi sering oergi kemana mana gunain gmaps mungkin jika tidak ad aplikasi ini saya tidak akan tahu daerah yg mungkin belum saya tuju pokonya aplikasinya besttt
Ali Crafting,3,7/16/2024 17:35,google maps error navigasi tidak menunjukkan arah yang sesuai dan lokasi tidak berjalan realtime
Neli Neli,5,7/16/2024 14:52,aplikasi yang bagus memudahkan dalam mencari jalan bisa memberikan alamat ke temen memberikan alamat ke kantor polisi puas menggunakan maps pelayanan cepat dan ramah banget
Bahren Plur,5,7/16/2024 14:05,aplikasi ini sangat membantu perjalanan saya ke mana pun tujuanya sangat akurat secara fitur juga tidak bikin bingung lengkap dan mudah di pahami terimakasih google maps
evan bule gemoy,5,7/16/2024 11:59,tolong perbaruidi update maps di wilayah perumahan graha asri residence wagir bengle majalaya karawang banyak yg blm tercantum di peta google maps terimakasih
Hasem Afandi,1,7/16/2024 10:22,tolong dong di perbaiki seperti semula aja kalau kayak gini kita gak bisa cek linimasa buat hp yang berbeda kita butuh cek linimasa setiap saat untuk pasangan
Fitri Nur aeny,1,7/15/2024 21:51,selamat malam min sebelum nya saya mau cerita saya hidup di karang jengkol  kecamatan wangon kabupaten banyumas jawa tengah kebetulan tetangga saya kemarin daftar sma masih satu kecamatan dan jarak nya pun dekat namun pada google maps tempat saya bukan lagi wilayah wangonkarang jengkol tapi jadi jamu karang reja ini bener bener merugikan orangorang di sekitar kami yang harusnya masuk sistem zona menjadi tidak masuk dalam zona harap diperbaharui utk wilayah saya min trims
Irwan Arahman,3,7/15/2024 20:34,sejauh ini bagussaya usul kan untuk fitur pemilihan jalan menggunakan jalan tol atau tidak sebaiknya ditaruh di layar depan seperti posisi kompas jadi lebih cepat dapat info kondisi jalan nya
Budi Mahmud,5,7/15/2024 9:48,mantap puas tapi untuk jalan gang nya di perbaiki lagi ya terimakasih
Irwanto Irwanto,5,7/15/2024 0:10,sekarang maps lemot ragara hp hilang minta solusinya dong soalnya sudan lihat youtube tetap gak biaa maps dengan kecepatan laju mobil saya suka telat maps nya
Engkos Engkos,1,7/14/2024 23:12,maps ngajak ribut tidak sesuai dengan ekspetasi bener bener di luar nulur katanya perjalanan ny cuma  menit tau ny  kali lipat jadi  menit
Daryono Setyadi,4,7/14/2024 20:20,tingkatkan kwalitas dan pembaruan lokasi yang lebih akurat terimakasih sukses selalu google maps
Anto Speedy,1,7/14/2024 18:58,gmaps vers  kacau linimasa gak seperti versi yg lama sulit diupdate sering error dan tidak menunjukan jarak yang sudah ditempuh dlm kilometer begitupun tempat yang sudah dikunjungi tidak terekam dalam linimasa tampilan pun membingungkan dan sangat lambat haadeuuh
Rusdiansyah 99,2,7/14/2024 18:25,parah maps kadang jalan kadang gak sedangkan buat ojek online maps itu sangat penting dan tingkat akurasinya rendah sekarang kebanyakan titiknya abu terus
Ajie Purnomo,3,7/14/2024 14:43,tiap hari update tapi masih saja lemot dan akurasinya rendah padahal setelan sudah optimal
Heni Rusnita,5,7/14/2024 6:25,sangat membantu tapi kalau ada pagar tembok membingungkan karena maps tetap memberitahu ada jalan tapi tidak bisa di lewati
M Alfa Septiawan (Boby),1,7/14/2024 0:16,sering melenceng juga bug tiba hilang dan arah tak menentu juga dulu perasaan ada fitur jalur untuk kendaraan sepeda di lihat kan jalur bersepedanya
Tegar [T.R] (American),1,7/13/2024 21:33,apa apaan ini kenapa setiap kali selalu masuk goggle maps itu sekitaran memakai aplikasi selama  menit lebih pasti selalu crash ngefreze hp redmi a milikku entah ini hp yang kentang atau aplikasi nya yang sangat berat dan melebihi beratnya satu satunya game di hp aku mlbb full size data padahal ini aplikasi full size cuma  megabyte tapi dah kaya install genshin impact rata kanan
Hair cut Man,2,7/13/2024 21:25,setelah di update baru nya gak bisa di sembunyikan sangat mengganggu pandangan bar atas bawah sangat mengganggu
Salfaa az al,5,7/13/2024 20:04,google maps ini sangat berguna untuk saya dan keluarga bepergian saat tidak mengetahui jalan dan sangat berguna untuk kita mencari lokasi yang kita tuju terimakasih
andre a,1,7/13/2024 16:20,walau aplikasi sudah update tetap sinyal sering hilang sewaktu dalam perjalanan dulu tidak seperti ini gps masih jalan walau tidak ada koneksi internet
3D Official,2,7/13/2024 7:21,kenapa sih maps aplikasi udah lama kok suka dikasih rute muter padahal ada jalan yg lebih cepat hemat waktu selisih bisa  menit kenapa harus di puter terus kalo diperkotaan jakarta antar flyover naik enggak nya kadang tanpa ada tanda naik tidaknya
Julius Caesar,1,7/12/2024 19:49,kembali ke sistem gps dan bukan fused network karena sangat berpengaruh kepada akurasi dan membutuhkan aplikasi gps tambahan agar titik biru tidak lompat berpindah dan tidak di posisi semestinya walaupun baterai sudah tidak ada pembatasan dan semua perizinan sudah diizinkan semua
Leo Saputra,5,7/12/2024 19:29,permisi mau nanya kok telusuri di sini dan saran restoran spbu tempat wisata dan lain lain nya sudah enggak bisa lagi di sembunyikan ya jadinya enggak bisa tampilan bersih lagi tolong dong kembalikan yang kayak kemarin tulisan telusuri dan sarannya bisa disembunyikan jadi pengguna lebih leluasa eksplorasi tanpa terganggu tulisan saran telusuri dan bar menu bawah terimakasih
Alle Mambourismo,1,7/12/2024 14:13,tolong diperbaiki sinyal dan keakurasian dan tidak responsif dalam pengoperasian maps nya
Muhammad Ilham,5,7/12/2024 6:53,google maps setelah di update makin berkembang dan keren aplikasi ini sangat mudah untuk digunakan dan penentuan mapsnya juga selalu tepat ketika mentelesuri lokasi yang ingin dituju
Dumbass Creepy,3,7/12/2024 5:55,tolong munculkan kembali gambar dan lokasi terkini real time busway transjakarta dan mikrotrans itu sangat membantu tapi sekarang hilang tolong munculkan kembali
Cintia Mahasari,1,7/11/2024 23:34,perlu adanya tambahan pilihan rute berdasarkan tercepat waktu tercepat jarak dan rute terlandai tambahkan juga jalan khusus kendaraan berat atau roda lebih dari 
Dika Hengker,4,7/11/2024 20:02,google maps sangat mantap tapi sayangnya saya sudah menambahkan tempat untuk toko saya tapi di akun lain tidak bisa terlihat hanya bisa di lihat jika mencari dulu di pencarian tolong dong untuk di perbaiki agar lebih baik lagi
Milladia Sekar,2,7/11/2024 13:15,jelek parah sistemnya setelah di update gak bisa gunain linimasa buat liat orang pergi kemana dengan tujuan yg berbeda dengan lamanya waktu perjalanan berapa lama lamanya di tempat yg dikunjungi berapa lama itu gak bisa di lihat setelah di update miris banget
Milaasaidahh,5,7/11/2024 11:14,saya merasa terbantu dengan adanya google maps walupun saya agak buta maps sedikit tapi dengan adanya google maps mempermudah berpergian mengunakan motor mobil
Rio Adhitya Cesart,1,7/11/2024 11:10,selama ini linimasa saya selalu ada sehingga memudahkan ketika mengecek tanggal sekian saya kemana tapi setelah update yang sekarang kenapa linimasa saya hilang semua saya lihat ulasan yg lain juga banyak yg protes terkait linimasa setelah perbaharui
Ramlan Lan,5,7/11/2024 8:00,cepat respon terimakasih google maps paling bagus paling keren profesional deh keluhan langsung diatasi dengan cepat
Syaifullah Irvansyah,5,7/10/2024 23:08,sangat membantu dan bermanfaat ketika berada dimana pun kita ingin pergi meski tidak tahu jalan tapi dengan adanya google maps semua menjadi mudah berpergian
sang pengembara,1,7/10/2024 17:50,titik biru selalu berpindah akurasinya buruk tolong di perbaiki lagi sangat mempersulit kami pengendara ojol karna akurasi titik itu sangat di perlukan
Putu Hendra,3,7/10/2024 15:57, bintang hanya bagus untuk mencari rute perjalanan lagi  bintang saya matikan karena kemacetan tidak terbaca cek maps masih hijau tapi sampai lokasi macet parah anjing
Abdulah B_doel,5,7/10/2024 15:42,aplikasi yang  bagus dan sangat membantu tapi tolong di benarin lagi buat pengendara motor masa sih harus lawan arah walaupun sudah update dan di hapus data tetap aja begitu
Febriana Wahyuningsih,5,7/10/2024 14:35,google maps terutama sangat membantu untuk siapa pun yang belum begitu tahu jalan atau rute menuju ke tempat tujuan yang ingin didatangi terus lebih ditingkatkan lagi pelayanan nya bagi masyarakat supaya penunjuk rute tetap akurat tidak melewati jalan yang berbahaya terimakasih sekali google maps
Krisna Putra Pratama,4,7/10/2024 11:47,koneksi sudah stabil tapi kadang kurang akurat masih ada saja kekurangannya
Fredi Sugara,1,7/10/2024 6:48,kenapa linimasa saya hilang padahal histori lokasi aktif sudah beberapa kali saya coba buat uninstall paksa berhenti hapus data tetap saja tidak bisa lihat linimasa
Muhammad Hizrian Fajar,5,7/9/2024 16:50,sangat memuaskan mungkin hp saya perlu diganti yg baru namun saat ini saya sangat puas dan bahagia bisa masuk ke geogle maps ini terimakasih
Initial A,1,7/9/2024 15:56,setelah update yang lalu jadi malas update lagi yang terakhir update tambah error belum waktu nya sampai tahu tahu di bilang sudah sampai apa lagi sebelum mulai jalan nya selalu terbalik mau di update lagi takut nya tambah parah aja kalau begini terus pindah ke maze aja
Akhmad jati Nugroho,2,7/9/2024 15:45,mulai menyebalkan gak bisa bedakan jalur ganjil genap padahal sudah di atur jalanan macet parah cuma kelihatan garis kuning sedikit
Agus Dadoel,1,7/9/2024 14:11,halo pihak google maps kenapa ulasan atau review saya pada suatu tempat atau lokasi tidak muncul ke publik pada aplikasi google maps mohon diperbaiki permasalahan tersebut terimakasih
Agung Alanza,5,7/9/2024 12:44,google maps sangat bagus dan membantu saya untuk mencari lokasi gambar juga cukup jelas dan mantap pokoknya terbaik lah
Toya,1,7/9/2024 11:55,terlalu lama update kalau buat jalan jalan di perkampungan jadi sulit untuk di jadikan sebagai acuan update yang bisa dilihat selisih tahunnya bisa sampai  tahun
Anggara Yudha Perwira,1,7/9/2024 11:07,update yang sekarang navigasi tidak jalan titik biru berhenti dilokasi awal jadi susah kalo mau cari jalan alternatif tolong diperbaiki masa sekelas google navigasi tidak bisa dipakai aneh
Aang Saifuddin,1,7/9/2024 9:32,setelah update versi terbaru pas lihat kondisi lalu lintas nya tidak akurat saya cek di maps tidak macet alias berwarna hijau tapi pas lewat malah macet parah padahal lalu lintas nya hijau hasilnya kami kejebak macet tolong di perbaiki segera
Lintang Imania,1,7/8/2024 22:46,sekarang gak seperti dulu linimasanya kalau dari perangkat lain enggak ketahuan jadi harus lihat di hp yang bersangkutan dulu saya bisa tahu posisi adik saya dimana atau kemana saja tanpa perlu buka hpnya cukup login aja sekarang gak ke deteksi tolong kembalikan seperti kemarin lagi ya tolong banget ini
Kamela Indira cipta,5,7/8/2024 15:36,google maps sangat amat bagus dan penting untuk aplikasi gadget ini dengan aplikasi ini bisa tahu banyak daerah atau jalanan yang sebelumnya belum diketahui adanya aplikasi ini jadi lebih menguntungkan dan mempermudah jalan
EU'MAN DJARO,4,7/8/2024 11:50,untuk ketepatan titik nyaris sempurna namun untuk panduan transportasi transjakarta banyak bus silumannya yang berjalan di maps realitanya tidak ada bus yang lewat tolong di perbaiki lagi sebab sudah buru buru berjalan ke halte ternyata bus siluman saja yang lewat di maps juga keakuratan posisi kurang pas kadang di maps baru tiba realitanya sudah berangkat dari posisi user
"M Hafizh Al, gifari",5,7/7/2024 17:33,sangat membantu sekali tolong di perbaiki jalan yang harus di lewati motor dan mobil jangan kasih jalur motor kalau sedang mengunakan mobil
Ichsan cool,5,7/7/2024 15:42,ini gini kan bagus jadinya di balikin seperti semula misalkan ada fitur terbaru nya tolong di jelasin ya lewat video atau di tulis
Indrawan Kristiono,4,7/7/2024 12:29,saya lebih suka versi versi yang sebelumnya karena saat digunakan dan melihat hal lain di maps otomotif akan keluar dari rute yang sedang berjalan sehingga kurang baik
edwin prayogi,5,7/7/2024 11:23,aplikasi bagus tapi kurang akurat apabila kita lihat posisi orang lain dan masih sering merah saran kalau memang sudah sekali kirim tetap hijaukan posisi tersebut sampai batas waktu selesai yg telah ditentukan terimakasih
Toyota,3,7/6/2024 19:40,sekarang kadang suka enggak jelas yang harusnya lurus malah disuruh belok jadinya harus muter dulu kalo pake bluetooth suka telat suaranya
Ahmad Rijani,2,7/6/2024 11:04,menu linimasa lambat saat diakses history kunjungan dan perjalanannya pun tidak akurat sudah jalan hampir  kilo meter tapi laporannya cuma beberapa kilometer
Enik Pristy,1,7/6/2024 5:24,karena baru update dan belum tau seperti apa kinerja nya bintang  dulu ya tapi sayang nya di perangkat satunya memakai  akun yg sama tdk tersimpan linimasanya semoga bisa di perbaiki kembali
Endri Endri,5,7/5/2024 14:15,sangat membantu tetapi kadang susah menemukan pin poin yang sesuai persis letak posisi tempat semoga kedepan bisa lebih baik lagi terimakasih
andri Wahyudi,1,7/5/2024 12:29,semakin kesini makin gak jelas posisi titik nya selalu ketinggalan padahal saya sudah berpindah tapi titik nya masih di tempat yang sebelumnya harus menunggu beberapa menit terlebih dahulu baru berpindah
Rusmawati Utami,1,7/5/2024 9:09,untuk linimasa setelah di update jadi tidak bisa melihat dari linimasa akun gmail lain padahal itu berguna untuk melihat keberadaan lokasi pada keluarga
Rendy Bagus,2,7/5/2024 1:55,apa cuma saya saja yg ngalamin kenapa navigasi gak rotasi ya sekarang jadi suka bingung kalo ada belokan mau ke kiri ke kanan jadi harus di rotasi manual dan arah panahnya tidak otomatis jadi kalau sudah jauh hilang panah nya harus kita arahin manual
ahmad faizuddin,3,7/4/2024 23:35,sekarang sering terlambat info macetnya warna hijau kuning dan merah sering tidak pas dan terlambat jadi sering terjebak macet rasanya lebih puas versi lama mungkin tahun  kebawah
Yuli Handayani,5,7/4/2024 23:06,solusi tepat mengatasi anak untuk rajin belajar melatih anak menjadi disiplin tangkas cekatan mandiri lebih percaya diri menghadapi soal kunci utama dari kumon adalah instrukturnya mampu memberikan suasana nyaman fun mampu memahami dan mengatasi lebih kurang anak dalam pemahaman dengan baik
Gerson Christian,5,7/4/2024 22:23,suka banget perawatan disini soalnya bagus banget dilayani dengan sopan dan baik para staf nya juga ramah ramah semua puas banget sama pelayanannya jadi nyaman buat perawatan disini rekomendasi banget sih ini
volcano Kid's,2,7/4/2024 19:00,kenapa google maps saya jadi bermasalah setelah di update tidak akurat kadang tanda panah sering terlambat dari penjalanan kadang juga titik panah nya berpindah pindah dari tempat kita berada pokok nya tidak sesuai untuk perjalanan dan titik dimana kita berada suka berpindah pindah
richi reach,1,7/4/2024 12:39,google maps makin kesini makin tolol sering banget di arahin ke jalan gak jelas bahkan jalan buntu yang gak bisa di lewatin padahal atur akurasi tinggi tolong di perbaiki lah
Abi Wahyu,2,7/4/2024 12:28,sinyal kadang putus dan rute berubah jadi titik malah makin ribet dan berhenti maps nya bukan garis biru
Usep Sodikin,3,7/4/2024 7:20,aplikasi sudah membantu sekali tapi makin di update aplikasi nya lemot suka pindah jalur tolong perbaiki bug nya suka susah buka aplikasi nya lemot sekali lambat
bujang aspia,1,7/3/2024 19:30,mohon gambar satelitnya diperbaharui karena dari tahun ketahun alam pasti berubah saya lihat mapsnya sudah  tahun yang silam tidak ada perubahan jika sudah satelit terkini entar saya kasih bintangnya full
Lisa Lissa,5,7/3/2024 18:18,dengan adanya fitur google maps ini sangat membantu banget si apalagi buat para pelancong atau orang yang hobi bepergian seperti saya bisa tahu arah jalan dan selalu tepat arah tujuan yang saya tuju
Dwi Sartikasari,5,7/3/2024 15:00,google maps sangat membantu banget apalagi buat kita yang susah mencari jalan dan lokasi yang kita tuju pokoknya selalu menggunakan gmaps sih kalau lagi mau bepergian ke tempat yang kita ga tau jalan nya
Nanang Arynto,2,7/2/2024 19:46,tolong di perbaiki lagi untuk jalan nya dan pengaturan nya kayak kota yang belum pernah di lewati tolong fokuskan jalan area kota jangan area pelosok gang sempit
aditiya putra,5,7/2/2024 1:02,aplikasinya bagus tapi kadang membuat perjalanan makin lama karena rute perjalanan yg di arahkan ke jalan besar utama bukan jalan alternatif pintas semoga cepat di perbaiki supaya pengguna lebih senang lagi menggunakan aplikasi google maps terimakasih
Ono L,2,7/1/2024 21:02,perbaiki beberapa hal berikut  penambahan tempat baru eror dah berbulan bulan selalu ditolak hasil penambahan tempatnya sebelumnya sudah beratus tempat gampang ditambahkan ada apa  review tempat juga sering hasilnya tidak terbaca sudah penuhi aturan sudah atur tempat berhasil kadang ada saja yang tidak berhasil muncul review dari kita ada apa dengan algoritma googlenya kalau sudah ada perbaikan akan saya ubah bintangnya
